학교명,체험처,점수,학교_위도,학교_경도,체험처_위도,체험처_경도
대흥중학교,한수원(주)본사,(0.9397342642052531+0j),36.04530538,129.3539589,35.7888894,129.3865654
대흥중학교,카빙앤조이,(0.942393491745169+0j),36.04530538,129.3539589,36.039332,129.3677169
대흥중학교,카빙앤조이,(0.9039155639911537+0j),36.04530538,129.3539589,36.039332,129.3677169
동지여자중학교,스토리움,(0.9042225328888787+0j),36.03860468,129.3467246,36.0122317,129.3377863
동지여자중학교,카빙앤조이,(0.9304964938647737+0j),36.03860468,129.3467246,36.039332,129.3677169
동지여자중학교,카빙앤조이,(0.9241826210041352+0j),36.03860468,129.3467246,36.039332,129.3677169
동지여자중학교,카빙앤조이,(0.9243860042012818+0j),36.03860468,129.3467246,36.039332,129.3677169
동지여자중학교,카빙앤조이,(0.9270876907239809+0j),36.03860468,129.3467246,36.039332,129.3677169
동지여자중학교,뷰티인미용학원(포항캠퍼스),(0.9368008117190013+0j),36.03860468,129.3467246,36.0364215,129.3659694
동지여자중학교,스토리움,(0.9404055143454249+0j),36.03860468,129.3467246,36.0122317,129.3377863
동지여자중학교,스토리움,(0.912881178959348+0j),36.03860468,129.3467246,36.0122317,129.3377863
동지중학교,스토리움,(0.9304128119656588+0j),36.03860468,129.3467246,36.0122317,129.3377863
동지중학교,동리목월문학관,(0.8986872157121522+0j),36.03860468,129.3467246,35.7855363,129.3194854
동지중학교,뷰티인미용학원(포항캠퍼스),(0.9727669439765885+0j),36.03860468,129.3467246,36.0364215,129.3659694
동지중학교,카빙앤조이,(0.8988457644933514+0j),36.03860468,129.3467246,36.039332,129.3677169
동지중학교,카빙앤조이,(0.9393689171617298+0j),36.03860468,129.3467246,36.039332,129.3677169
동지중학교,카빙앤조이,(0.917343550089735+0j),36.03860468,129.3467246,36.039332,129.3677169
동지중학교,뷰티인미용학원(포항캠퍼스),(0.9347741764674405+0j),36.03860468,129.3467246,36.0364215,129.3659694
동지중학교,뷰티인미용학원(포항캠퍼스),(0.9442328882777496+0j),36.03860468,129.3467246,36.0364215,129.3659694
동지중학교,뷰티인미용학원(포항캠퍼스),(0.9220325896382796+0j),36.03860468,129.3467246,36.0364215,129.3659694
상도중학교,참사랑어머니회,(0.931236270226415+0j),36.01453645,129.3616232,36.0143476,129.3533381
상도중학교,카빙앤조이,(0.9004399834981274+0j),36.01453645,129.3616232,36.039332,129.3677169
상도중학교,카빙앤조이,(0.9072159127884727+0j),36.01453645,129.3616232,36.039332,129.3677169
상도중학교,뷰티인미용학원(포항캠퍼스),(0.974086902682377+0j),36.01453645,129.3616232,36.0364215,129.3659694
상도중학교,카빙앤조이,(0.9033372313943704+0j),36.01453645,129.3616232,36.039332,129.3677169
상도중학교,카빙앤조이,(0.8915048309105186+0j),36.01453645,129.3616232,36.039332,129.3677169
서포중학교,자양전통장,(0.8797286597365654+0j),36.16391663,129.0932289,36.1382617,129.0073776
서포중학교,스토리움,(0.8638049733331656+0j),36.16391663,129.0932289,36.0122317,129.3377863
서포중학교,법무부 청소년 범죄예방위원 경주지역 협의회,(0.8564000282123887+0j),36.16391663,129.0932289,35.8444497,129.2173
서포중학교,자양전통장,(0.8659851841385573+0j),36.16391663,129.0932289,36.1382617,129.0073776
송도중학교,카빙앤조이,(0.9413040633647853+0j),36.02905539,129.3770876,36.039332,129.3677169
송도중학교,카빙앤조이,(0.8875357846515799+0j),36.02905539,129.3770876,36.039332,129.3677169
송도중학교,경주시청소년수련관,(0.8784207327811153+0j),36.02905539,129.3770876,35.8601721,129.1895572
송도중학교,경상북도보건환경연구원,(0.900553727522242+0j),36.02905539,129.3770876,35.9526215,128.900975
송도중학교,스토리움,(0.8846192043781532+0j),36.02905539,129.3770876,36.0122317,129.3377863
송도중학교,참사랑어머니회,(0.9088034021455762+0j),36.02905539,129.3770876,36.0143476,129.3533381
송라중학교,동리목월문학관,(0.8891501462113911+0j),36.22834872,129.3543734,35.7855363,129.3194854
송라중학교,동물카페 라미닥,(0.8970457059579529+0j),36.22834872,129.3543734,36.0243057,129.3754219
송라중학교,카빙앤조이,(0.8330214790103616+0j),36.22834872,129.3543734,36.039332,129.3677169
송라중학교,뷰티인미용학원(포항캠퍼스),(0.9022116176600209+0j),36.22834872,129.3543734,36.0364215,129.3659694
신흥중학교,동리목월문학관,(0.8942288093969101+0j),35.96497037,129.4224437,35.7855363,129.3194854
신흥중학교,카빙앤조이,(0.8833892566131772+0j),35.96497037,129.4224437,36.039332,129.3677169
신흥중학교,경주국립공원사무소,(0.9037693748173793+0j),35.96497037,129.4224437,35.8648046,129.2839017
신흥중학교,경주국립공원사무소,(0.9379012695590347+0j),35.96497037,129.4224437,35.8648046,129.2839017
신흥중학교,스토리움,(0.9191405736302866+0j),35.96497037,129.4224437,36.0122317,129.3377863
신흥중학교,참사랑어머니회,(0.9176631379010769+0j),35.96497037,129.4224437,36.0143476,129.3533381
신흥중학교,카빙앤조이,(0.8614224344568391+0j),35.96497037,129.4224437,36.039332,129.3677169
신흥중학교,카빙앤조이,(0.9071203970458898+0j),35.96497037,129.4224437,36.039332,129.3677169
양덕중학교,카빙앤조이,(0.9281726426551886+0j),36.08420566,129.4071746,36.039332,129.3677169
